Source: Wittgenstein Centre for Demography and Global Human Capital (2015). Wittgenstein Centre Data Explorer Version 1.2.
Available at: www.wittgensteincentre.org/dataexplorer 
Note: Your selection includes at least one country with limited base year data on educational attainment. Please consult the FAQ for more information
""
"Educational Attainment Distribution by Broad Age"
"De facto population by level of educational attainment in a country or region, classified by sex and by broad age groups. Available in all scenarios and at all geographical scales. Figures are expressed as a percentage. "
"Medium (SSP2)"
" "
"Area","Year","Age","Education","Distribution"
"Ethiopia",1990,"20--64","Lower Secondary",0.01
"Ethiopia",1995,"20--64","Lower Secondary",0.01
"Ethiopia",2000,"20--64","Lower Secondary",0.02
"Ethiopia",2005,"20--64","Lower Secondary",0.02
"Ethiopia",2010,"20--64","Lower Secondary",0.04
"Ethiopia",2015,"20--64","Lower Secondary",0.06
"Ethiopia",2020,"20--64","Lower Secondary",0.07
"Eritrea",1990,"20--64","Lower Secondary",NA
"Eritrea",1995,"20--64","Lower Secondary",NA
"Eritrea",2000,"20--64","Lower Secondary",NA
"Eritrea",2005,"20--64","Lower Secondary",NA
"Eritrea",2010,"20--64","Lower Secondary",0.11
"Eritrea",2015,"20--64","Lower Secondary",0.12
"Eritrea",2020,"20--64","Lower Secondary",0.13
"Djibouti",1990,"20--64","Lower Secondary",NA
"Djibouti",1995,"20--64","Lower Secondary",NA
"Djibouti",2000,"20--64","Lower Secondary",NA
"Djibouti",2005,"20--64","Lower Secondary",NA
"Djibouti",2010,"20--64","Lower Secondary",0.11
"Djibouti",2015,"20--64","Lower Secondary",0.12
"Djibouti",2020,"20--64","Lower Secondary",0.12
"Gabon",1990,"20--64","Lower Secondary",0.12
"Gabon",1995,"20--64","Lower Secondary",0.15
"Gabon",2000,"20--64","Lower Secondary",0.17
"Gabon",2005,"20--64","Lower Secondary",0.21
"Gabon",2010,"20--64","Lower Secondary",0.23
"Gabon",2015,"20--64","Lower Secondary",0.25
"Gabon",2020,"20--64","Lower Secondary",0.26
"Gambia",1990,"20--64","Lower Secondary",0.07
"Gambia",1995,"20--64","Lower Secondary",0.1
"Gambia",2000,"20--64","Lower Secondary",0.13
"Gambia",2005,"20--64","Lower Secondary",0.16
"Gambia",2010,"20--64","Lower Secondary",0.19
"Gambia",2015,"20--64","Lower Secondary",0.22
"Gambia",2020,"20--64","Lower Secondary",0.24
"Ghana",1990,"20--64","Lower Secondary",0.17
"Ghana",1995,"20--64","Lower Secondary",0.2
"Ghana",2000,"20--64","Lower Secondary",0.23
"Ghana",2005,"20--64","Lower Secondary",0.25
"Ghana",2010,"20--64","Lower Secondary",0.27
"Ghana",2015,"20--64","Lower Secondary",0.29
"Ghana",2020,"20--64","Lower Secondary",0.31
"Guinea",1990,"20--64","Lower Secondary",0.04
"Guinea",1995,"20--64","Lower Secondary",0.06
"Guinea",2000,"20--64","Lower Secondary",0.06
"Guinea",2005,"20--64","Lower Secondary",0.07
"Guinea",2010,"20--64","Lower Secondary",0.09
"Guinea",2015,"20--64","Lower Secondary",0.13
"Guinea",2020,"20--64","Lower Secondary",0.15
"Cote d'Ivoire",1990,"20--64","Lower Secondary",0.04
"Cote d'Ivoire",1995,"20--64","Lower Secondary",0.05
"Cote d'Ivoire",2000,"20--64","Lower Secondary",0.07
"Cote d'Ivoire",2005,"20--64","Lower Secondary",0.08
"Cote d'Ivoire",2010,"20--64","Lower Secondary",0.1
"Cote d'Ivoire",2015,"20--64","Lower Secondary",0.12
"Cote d'Ivoire",2020,"20--64","Lower Secondary",0.14
"Kenya",1990,"20--64","Lower Secondary",0.14
"Kenya",1995,"20--64","Lower Secondary",0.18
"Kenya",2000,"20--64","Lower Secondary",0.22
"Kenya",2005,"20--64","Lower Secondary",0.25
"Kenya",2010,"20--64","Lower Secondary",0.28
"Kenya",2015,"20--64","Lower Secondary",0.28
"Kenya",2020,"20--64","Lower Secondary",0.29
"Lesotho",1990,"20--64","Lower Secondary",0.05
"Lesotho",1995,"20--64","Lower Secondary",0.06
"Lesotho",2000,"20--64","Lower Secondary",0.07
"Lesotho",2005,"20--64","Lower Secondary",0.09
"Lesotho",2010,"20--64","Lower Secondary",0.11
"Lesotho",2015,"20--64","Lower Secondary",0.12
"Lesotho",2020,"20--64","Lower Secondary",0.14
"Liberia",1990,"20--64","Lower Secondary",0.07
"Liberia",1995,"20--64","Lower Secondary",0.07
"Liberia",2000,"20--64","Lower Secondary",0.08
"Liberia",2005,"20--64","Lower Secondary",0.08
"Liberia",2010,"20--64","Lower Secondary",0.06
"Liberia",2015,"20--64","Lower Secondary",0.07
"Liberia",2020,"20--64","Lower Secondary",0.09
"Libyan Arab Jamahiriya",1990,"20--64","Lower Secondary",NA
"Libyan Arab Jamahiriya",1995,"20--64","Lower Secondary",NA
"Libyan Arab Jamahiriya",2000,"20--64","Lower Secondary",NA
"Libyan Arab Jamahiriya",2005,"20--64","Lower Secondary",NA
"Libyan Arab Jamahiriya",2010,"20--64","Lower Secondary",0.12
"Libyan Arab Jamahiriya",2015,"20--64","Lower Secondary",0.13
"Libyan Arab Jamahiriya",2020,"20--64","Lower Secondary",0.13
"Madagascar",1990,"20--64","Lower Secondary",0.07
"Madagascar",1995,"20--64","Lower Secondary",0.08
"Madagascar",2000,"20--64","Lower Secondary",0.08
"Madagascar",2005,"20--64","Lower Secondary",0.08
"Madagascar",2010,"20--64","Lower Secondary",0.09
"Madagascar",2015,"20--64","Lower Secondary",0.09
"Madagascar",2020,"20--64","Lower Secondary",0.1
"Malawi",1990,"20--64","Lower Secondary",0.15
"Malawi",1995,"20--64","Lower Secondary",0.17
"Malawi",2000,"20--64","Lower Secondary",0.19
"Malawi",2005,"20--64","Lower Secondary",0.21
"Malawi",2010,"20--64","Lower Secondary",0.23
"Malawi",2015,"20--64","Lower Secondary",0.25
"Malawi",2020,"20--64","Lower Secondary",0.27
"Mali",1990,"20--64","Lower Secondary",0.01
"Mali",1995,"20--64","Lower Secondary",0.02
"Mali",2000,"20--64","Lower Secondary",0.02
"Mali",2005,"20--64","Lower Secondary",0.03
"Mali",2010,"20--64","Lower Secondary",0.04
"Mali",2015,"20--64","Lower Secondary",0.05
"Mali",2020,"20--64","Lower Secondary",0.05
"Mauritania",1990,"20--64","Lower Secondary",NA
"Mauritania",1995,"20--64","Lower Secondary",NA
"Mauritania",2000,"20--64","Lower Secondary",NA
"Mauritania",2005,"20--64","Lower Secondary",NA
"Mauritania",2010,"20--64","Lower Secondary",0.09
"Mauritania",2015,"20--64","Lower Secondary",0.1
"Mauritania",2020,"20--64","Lower Secondary",0.11
"Mauritius",1990,"20--64","Lower Secondary",0.12
"Mauritius",1995,"20--64","Lower Secondary",0.13
"Mauritius",2000,"20--64","Lower Secondary",0.14
"Mauritius",2005,"20--64","Lower Secondary",0.15
"Mauritius",2010,"20--64","Lower Secondary",0.16
"Mauritius",2015,"20--64","Lower Secondary",0.16
"Mauritius",2020,"20--64","Lower Secondary",0.17
"Morocco",1990,"20--64","Lower Secondary",0.05
"Morocco",1995,"20--64","Lower Secondary",0.06
"Morocco",2000,"20--64","Lower Secondary",0.08
"Morocco",2005,"20--64","Lower Secondary",0.11
"Morocco",2010,"20--64","Lower Secondary",0.13
"Morocco",2015,"20--64","Lower Secondary",0.15
"Morocco",2020,"20--64","Lower Secondary",0.17
"Mozambique",1990,"20--64","Lower Secondary",0.04
"Mozambique",1995,"20--64","Lower Secondary",0.05
"Mozambique",2000,"20--64","Lower Secondary",0.06
"Mozambique",2005,"20--64","Lower Secondary",0.08
"Mozambique",2010,"20--64","Lower Secondary",0.11
"Mozambique",2015,"20--64","Lower Secondary",0.13
"Mozambique",2020,"20--64","Lower Secondary",0.16
"Namibia",1990,"20--64","Lower Secondary",0.16
"Namibia",1995,"20--64","Lower Secondary",0.2
"Namibia",2000,"20--64","Lower Secondary",0.24
"Namibia",2005,"20--64","Lower Secondary",0.27
"Namibia",2010,"20--64","Lower Secondary",0.3
"Namibia",2015,"20--64","Lower Secondary",0.33
"Namibia",2020,"20--64","Lower Secondary",0.34
"Niger",1990,"20--64","Lower Secondary",0.01
"Niger",1995,"20--64","Lower Secondary",0.01
"Niger",2000,"20--64","Lower Secondary",0.01
"Niger",2005,"20--64","Lower Secondary",0.02
"Niger",2010,"20--64","Lower Secondary",0.03
"Niger",2015,"20--64","Lower Secondary",0.04
"Niger",2020,"20--64","Lower Secondary",0.05
"Nigeria",1990,"20--64","Lower Secondary",0.03
"Nigeria",1995,"20--64","Lower Secondary",0.04
"Nigeria",2000,"20--64","Lower Secondary",0.05
"Nigeria",2005,"20--64","Lower Secondary",0.06
"Nigeria",2010,"20--64","Lower Secondary",0.08
"Nigeria",2015,"20--64","Lower Secondary",0.09
"Nigeria",2020,"20--64","Lower Secondary",0.1
"Guinea-Bissau",1990,"20--64","Lower Secondary",0.05
"Guinea-Bissau",1995,"20--64","Lower Secondary",0.07
"Guinea-Bissau",2000,"20--64","Lower Secondary",0.08
"Guinea-Bissau",2005,"20--64","Lower Secondary",0.11
"Guinea-Bissau",2010,"20--64","Lower Secondary",0.13
"Guinea-Bissau",2015,"20--64","Lower Secondary",0.15
"Guinea-Bissau",2020,"20--64","Lower Secondary",0.16
"Reunion",1990,"20--64","Lower Secondary",0.12
"Reunion",1995,"20--64","Lower Secondary",0.13
"Reunion",2000,"20--64","Lower Secondary",0.14
"Reunion",2005,"20--64","Lower Secondary",0.15
"Reunion",2010,"20--64","Lower Secondary",0.16
"Reunion",2015,"20--64","Lower Secondary",0.16
"Reunion",2020,"20--64","Lower Secondary",0.15
"Rwanda",1990,"20--64","Lower Secondary",0.02
"Rwanda",1995,"20--64","Lower Secondary",0.03
"Rwanda",2000,"20--64","Lower Secondary",0.04
"Rwanda",2005,"20--64","Lower Secondary",0.05
"Rwanda",2010,"20--64","Lower Secondary",0.06
"Rwanda",2015,"20--64","Lower Secondary",0.07
"Rwanda",2020,"20--64","Lower Secondary",0.08
"Sao Tome and Principe",1990,"20--64","Lower Secondary",0.05
"Sao Tome and Principe",1995,"20--64","Lower Secondary",0.06
"Sao Tome and Principe",2000,"20--64","Lower Secondary",0.06
"Sao Tome and Principe",2005,"20--64","Lower Secondary",0.08
"Sao Tome and Principe",2010,"20--64","Lower Secondary",0.1
"Sao Tome and Principe",2015,"20--64","Lower Secondary",0.12
"Sao Tome and Principe",2020,"20--64","Lower Secondary",0.14
"Senegal",1990,"20--64","Lower Secondary",0.04
"Senegal",1995,"20--64","Lower Secondary",0.05
"Senegal",2000,"20--64","Lower Secondary",0.06
"Senegal",2005,"20--64","Lower Secondary",0.06
"Senegal",2010,"20--64","Lower Secondary",0.07
"Senegal",2015,"20--64","Lower Secondary",0.08
"Senegal",2020,"20--64","Lower Secondary",0.09
"Sierra Leone",1990,"20--64","Lower Secondary",0.05
"Sierra Leone",1995,"20--64","Lower Secondary",0.06
"Sierra Leone",2000,"20--64","Lower Secondary",0.07
"Sierra Leone",2005,"20--64","Lower Secondary",0.08
"Sierra Leone",2010,"20--64","Lower Secondary",0.1
"Sierra Leone",2015,"20--64","Lower Secondary",0.11
"Sierra Leone",2020,"20--64","Lower Secondary",0.13
"Somalia",1990,"20--64","Lower Secondary",0.06
"Somalia",1995,"20--64","Lower Secondary",0.07
"Somalia",2000,"20--64","Lower Secondary",0.07
"Somalia",2005,"20--64","Lower Secondary",0.08
"Somalia",2010,"20--64","Lower Secondary",0.07
"Somalia",2015,"20--64","Lower Secondary",0.07
"Somalia",2020,"20--64","Lower Secondary",0.07
"South Africa",1990,"20--64","Lower Secondary",0.22
"South Africa",1995,"20--64","Lower Secondary",0.25
"South Africa",2000,"20--64","Lower Secondary",0.28
"South Africa",2005,"20--64","Lower Secondary",0.31
"South Africa",2010,"20--64","Lower Secondary",0.33
"South Africa",2015,"20--64","Lower Secondary",0.34
"South Africa",2020,"20--64","Lower Secondary",0.34
"Zimbabwe",1990,"20--64","Lower Secondary",0.1
"Zimbabwe",1995,"20--64","Lower Secondary",0.12
"Zimbabwe",2000,"20--64","Lower Secondary",0.13
"Zimbabwe",2005,"20--64","Lower Secondary",0.14
"Zimbabwe",2010,"20--64","Lower Secondary",0.14
"Zimbabwe",2015,"20--64","Lower Secondary",0.14
"Zimbabwe",2020,"20--64","Lower Secondary",0.13
"Sudan",1990,"20--64","Lower Secondary",0.02
"Sudan",1995,"20--64","Lower Secondary",0.03
"Sudan",2000,"20--64","Lower Secondary",0.04
"Sudan",2005,"20--64","Lower Secondary",0.04
"Sudan",2010,"20--64","Lower Secondary",0.04
"Sudan",2015,"20--64","Lower Secondary",0.04
"Sudan",2020,"20--64","Lower Secondary",0.04
"Swaziland",1990,"20--64","Lower Secondary",0.08
"Swaziland",1995,"20--64","Lower Secondary",0.11
"Swaziland",2000,"20--64","Lower Secondary",0.13
"Swaziland",2005,"20--64","Lower Secondary",0.15
"Swaziland",2010,"20--64","Lower Secondary",0.17
"Swaziland",2015,"20--64","Lower Secondary",0.18
"Swaziland",2020,"20--64","Lower Secondary",0.18
"Togo",1990,"20--64","Lower Secondary",NA
"Togo",1995,"20--64","Lower Secondary",NA
"Togo",2000,"20--64","Lower Secondary",NA
"Togo",2005,"20--64","Lower Secondary",NA
"Togo",2010,"20--64","Lower Secondary",0.09
"Togo",2015,"20--64","Lower Secondary",0.1
"Togo",2020,"20--64","Lower Secondary",0.11
"Tunisia",1990,"20--64","Lower Secondary",0.11
"Tunisia",1995,"20--64","Lower Secondary",0.13
"Tunisia",2000,"20--64","Lower Secondary",0.15
"Tunisia",2005,"20--64","Lower Secondary",0.21
"Tunisia",2010,"20--64","Lower Secondary",0.24
"Tunisia",2015,"20--64","Lower Secondary",0.29
"Tunisia",2020,"20--64","Lower Secondary",0.31
"Uganda",1990,"20--64","Lower Secondary",0.07
"Uganda",1995,"20--64","Lower Secondary",0.08
"Uganda",2000,"20--64","Lower Secondary",0.09
"Uganda",2005,"20--64","Lower Secondary",0.1
"Uganda",2010,"20--64","Lower Secondary",0.11
"Uganda",2015,"20--64","Lower Secondary",0.12
"Uganda",2020,"20--64","Lower Secondary",0.13
"Egypt",1990,"20--64","Lower Secondary",0.03
"Egypt",1995,"20--64","Lower Secondary",0.04
"Egypt",2000,"20--64","Lower Secondary",0.04
"Egypt",2005,"20--64","Lower Secondary",0.04
"Egypt",2010,"20--64","Lower Secondary",0.05
"Egypt",2015,"20--64","Lower Secondary",0.05
"Egypt",2020,"20--64","Lower Secondary",0.05
"United Republic of Tanzania",1990,"20--64","Lower Secondary",0.03
"United Republic of Tanzania",1995,"20--64","Lower Secondary",0.05
"United Republic of Tanzania",2000,"20--64","Lower Secondary",0.05
"United Republic of Tanzania",2005,"20--64","Lower Secondary",0.06
"United Republic of Tanzania",2010,"20--64","Lower Secondary",0.07
"United Republic of Tanzania",2015,"20--64","Lower Secondary",0.08
"United Republic of Tanzania",2020,"20--64","Lower Secondary",0.09
"Burkina Faso",1990,"20--64","Lower Secondary",0.02
"Burkina Faso",1995,"20--64","Lower Secondary",0.03
"Burkina Faso",2000,"20--64","Lower Secondary",0.04
"Burkina Faso",2005,"20--64","Lower Secondary",0.05
"Burkina Faso",2010,"20--64","Lower Secondary",0.06
"Burkina Faso",2015,"20--64","Lower Secondary",0.07
"Burkina Faso",2020,"20--64","Lower Secondary",0.09
"Zambia",1990,"20--64","Lower Secondary",0.13
"Zambia",1995,"20--64","Lower Secondary",0.16
"Zambia",2000,"20--64","Lower Secondary",0.18
"Zambia",2005,"20--64","Lower Secondary",0.2
"Zambia",2010,"20--64","Lower Secondary",0.22
"Zambia",2015,"20--64","Lower Secondary",0.24
"Zambia",2020,"20--64","Lower Secondary",0.25
"Africa",1990,"20--64","Lower Secondary",0.08
"Africa",1995,"20--64","Lower Secondary",0.09
"Africa",2000,"20--64","Lower Secondary",0.11
"Africa",2005,"20--64","Lower Secondary",0.12
"Africa",2010,"20--64","Lower Secondary",0.13
"Africa",2015,"20--64","Lower Secondary",0.15
"Africa",2020,"20--64","Lower Secondary",0.15
"Algeria",1990,"All","Upper Secondary",0.07
"Algeria",1995,"All","Upper Secondary",0.1
"Algeria",2000,"All","Upper Secondary",0.13
"Algeria",2005,"All","Upper Secondary",0.16
"Algeria",2010,"All","Upper Secondary",0.19
"Algeria",2015,"All","Upper Secondary",0.22
"Algeria",2020,"All","Upper Secondary",0.24
"Angola",1990,"All","Upper Secondary",NA
"Angola",1995,"All","Upper Secondary",NA
"Angola",2000,"All","Upper Secondary",NA
"Angola",2005,"All","Upper Secondary",NA
"Angola",2010,"All","Upper Secondary",0.05
"Angola",2015,"All","Upper Secondary",0.05
"Angola",2020,"All","Upper Secondary",0.07
"Botswana",1990,"All","Upper Secondary",NA
"Botswana",1995,"All","Upper Secondary",NA
"Botswana",2000,"All","Upper Secondary",NA
"Botswana",2005,"All","Upper Secondary",NA
"Botswana",2010,"All","Upper Secondary",0.18
"Botswana",2015,"All","Upper Secondary",0.2
"Botswana",2020,"All","Upper Secondary",0.22
"Burundi",1990,"All","Upper Secondary",0
"Burundi",1995,"All","Upper Secondary",0
"Burundi",2000,"All","Upper Secondary",0
"Burundi",2005,"All","Upper Secondary",0.01
"Burundi",2010,"All","Upper Secondary",0.01
"Burundi",2015,"All","Upper Secondary",0.01
"Burundi",2020,"All","Upper Secondary",0.02
"Cameroon",1990,"All","Upper Secondary",0.02
"Cameroon",1995,"All","Upper Secondary",0.02
"Cameroon",2000,"All","Upper Secondary",0.03
"Cameroon",2005,"All","Upper Secondary",0.04
"Cameroon",2010,"All","Upper Secondary",0.05
"Cameroon",2015,"All","Upper Secondary",0.06
"Cameroon",2020,"All","Upper Secondary",0.07
"Cape Verde",1990,"All","Upper Secondary",0.02
"Cape Verde",1995,"All","Upper Secondary",0.02
"Cape Verde",2000,"All","Upper Secondary",0.03
"Cape Verde",2005,"All","Upper Secondary",0.04
"Cape Verde",2010,"All","Upper Secondary",0.05
"Cape Verde",2015,"All","Upper Secondary",0.06
"Cape Verde",2020,"All","Upper Secondary",0.07
"Central African Republic",1990,"All","Upper Secondary",0
"Central African Republic",1995,"All","Upper Secondary",0.01
"Central African Republic",2000,"All","Upper Secondary",0.01
"Central African Republic",2005,"All","Upper Secondary",0.01
"Central African Republic",2010,"All","Upper Secondary",0.01
"Central African Republic",2015,"All","Upper Secondary",0.02
"Central African Republic",2020,"All","Upper Secondary",0.03
"Chad",1990,"All","Upper Secondary",0
"Chad",1995,"All","Upper Secondary",0
"Chad",2000,"All","Upper Secondary",0
"Chad",2005,"All","Upper Secondary",0.01
"Chad",2010,"All","Upper Secondary",0.01
"Chad",2015,"All","Upper Secondary",0.01
"Chad",2020,"All","Upper Secondary",0.02
"Comoros",1990,"All","Upper Secondary",0.01
"Comoros",1995,"All","Upper Secondary",0.01
"Comoros",2000,"All","Upper Secondary",0.01
"Comoros",2005,"All","Upper Secondary",0.02
"Comoros",2010,"All","Upper Secondary",0.02
"Comoros",2015,"All","Upper Secondary",0.02
"Comoros",2020,"All","Upper Secondary",0.03
"Mayotte",1990,"All","Upper Secondary",NA
"Mayotte",1995,"All","Upper Secondary",NA
"Mayotte",2000,"All","Upper Secondary",NA
"Mayotte",2005,"All","Upper Secondary",NA
"Mayotte",2010,"All","Upper Secondary",0.05
"Mayotte",2015,"All","Upper Secondary",0.05
"Mayotte",2020,"All","Upper Secondary",0.06
"Congo",1990,"All","Upper Secondary",0.02
"Congo",1995,"All","Upper Secondary",0.02
"Congo",2000,"All","Upper Secondary",0.03
"Congo",2005,"All","Upper Secondary",0.03
"Congo",2010,"All","Upper Secondary",0.04
"Congo",2015,"All","Upper Secondary",0.05
"Congo",2020,"All","Upper Secondary",0.06
"Democratic Republic of the Congo",1990,"All","Upper Secondary",0.03
"Democratic Republic of the Congo",1995,"All","Upper Secondary",0.04
"Democratic Republic of the Congo",2000,"All","Upper Secondary",0.05
"Democratic Republic of the Congo",2005,"All","Upper Secondary",0.05
"Democratic Republic of the Congo",2010,"All","Upper Secondary",0.06
"Democratic Republic of the Congo",2015,"All","Upper Secondary",0.07
"Democratic Republic of the Congo",2020,"All","Upper Secondary",0.09
"Benin",1990,"All","Upper Secondary",0.01
"Benin",1995,"All","Upper Secondary",0.01
"Benin",2000,"All","Upper Secondary",0.01
"Benin",2005,"All","Upper Secondary",0.02
"Benin",2010,"All","Upper Secondary",0.02
"Benin",2015,"All","Upper Secondary",0.03
"Benin",2020,"All","Upper Secondary",0.03
"Equatorial Guinea",1990,"All","Upper Secondary",0.07
"Equatorial Guinea",1995,"All","Upper Secondary",0.08
"Equatorial Guinea",2000,"All","Upper Secondary",0.08
"Equatorial Guinea",2005,"All","Upper Secondary",0.1
"Equatorial Guinea",2010,"All","Upper Secondary",0.11
"Equatorial Guinea",2015,"All","Upper Secondary",0.14
"Equatorial Guinea",2020,"All","Upper Secondary",0.15
"Ethiopia",1990,"All","Upper Secondary",0.01
"Ethiopia",1995,"All","Upper Secondary",0.01
"Ethiopia",2000,"All","Upper Secondary",0.01
"Ethiopia",2005,"All","Upper Secondary",0.02
"Ethiopia",2010,"All","Upper Secondary",0.02
"Ethiopia",2015,"All","Upper Secondary",0.03
"Ethiopia",2020,"All","Upper Secondary",0.03
"Eritrea",1990,"All","Upper Secondary",NA
"Eritrea",1995,"All","Upper Secondary",NA
"Eritrea",2000,"All","Upper Secondary",NA
"Eritrea",2005,"All","Upper Secondary",NA
"Eritrea",2010,"All","Upper Secondary",0.05
"Eritrea",2015,"All","Upper Secondary",0.05
"Eritrea",2020,"All","Upper Secondary",0.06
"Djibouti",1990,"All","Upper Secondary",NA
"Djibouti",1995,"All","Upper Secondary",NA
"Djibouti",2000,"All","Upper Secondary",NA
"Djibouti",2005,"All","Upper Secondary",NA
"Djibouti",2010,"All","Upper Secondary",0.05
"Djibouti",2015,"All","Upper Secondary",0.06
"Djibouti",2020,"All","Upper Secondary",0.07
"Gabon",1990,"All","Upper Secondary",0.02
"Gabon",1995,"All","Upper Secondary",0.02
"Gabon",2000,"All","Upper Secondary",0.03
"Gabon",2005,"All","Upper Secondary",0.04
"Gabon",2010,"All","Upper Secondary",0.05
"Gabon",2015,"All","Upper Secondary",0.06
"Gabon",2020,"All","Upper Secondary",0.08
"Gambia",1990,"All","Upper Secondary",0.02
"Gambia",1995,"All","Upper Secondary",0.03
"Gambia",2000,"All","Upper Secondary",0.04
"Gambia",2005,"All","Upper Secondary",0.05
"Gambia",2010,"All","Upper Secondary",0.06
"Gambia",2015,"All","Upper Secondary",0.07
"Gambia",2020,"All","Upper Secondary",0.08
"Ghana",1990,"All","Upper Secondary",0.05
"Ghana",1995,"All","Upper Secondary",0.05
"Ghana",2000,"All","Upper Secondary",0.06
"Ghana",2005,"All","Upper Secondary",0.07
"Ghana",2010,"All","Upper Secondary",0.08
"Ghana",2015,"All","Upper Secondary",0.09
"Ghana",2020,"All","Upper Secondary",0.11
"Guinea",1990,"All","Upper Secondary",0.01
"Guinea",1995,"All","Upper Secondary",0.01
"Guinea",2000,"All","Upper Secondary",0.01
